objective,p01rcy,p02rcy,p03rcy,p04rcy,totalspend,totaltrans,p05spend,p05trans,p06rcy,p07rcy,p08rcy,p11rcy,p12rcy,p13rcy,p15rcy,p16spend,p16rcy,p16tenure,p16trans,p17rcy,Spend,Noofproductspurchased,UserBuyFactor,Gender,unempml25,LogMstRcntPurchage,lgTransSpend,LonPar,Mostrecent1,Mostrecent2,Mostrecent3,Comp.1,Comp.2,Comp.3,Comp.4,Comp.5,Comp.6,Comp.7,Comp.8,Comp.9,Comp.10,Comp.11,Comp.12,Comp.13,Comp.14,Comp.15
1,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3.33220451,0.3381337,0,0,0,-32464.09404,22871.79918,-1622.186365,-11207.85093,-2623.16949,-560.6132698,2689.204858,-3721.95998,721.1564745,-214.6912878,496.1230126,-52.91645236,-29.9210829,-48.93318773,22.27025522
0,0,0,0,0,481,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4.229957121,0.3381337,0,0,0,-89155.98641,13784.35778,-6991.758566,-9668.421395,2575.366075,2112.603775,77.35446863,549.2602784,243.5653535,-426.6914077,523.6684876,-57.24990423,3.71396052,-11.31486753,6.183289109
1,0,0,0,0,301,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.0087336,1,0,-0.008771961,2.529056434,0.1134809,15,0,0,-72735.82228,-2050.074707,-8159.982942,-8103.910465,-1054.787472,-1264.386568,57.42042449,392.8427882,-34.41611844,55.859976,510.6958575,-42.91303118,6.813071034,-9.113072475,13.06166844
0,0,0,0,0,249,62,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1.004329,3,1,-0.004338397,1.390318511,0.1409314,15,17,0,-27665.15793,19100.32013,1016.309168,-3872.852617,-1721.5174,148.9601959,837.5358842,12.3138099,-116.9368326,-347.5078409,352.2801764,35.31541393,-3.989010702,-44.57733713,16.70400555
0,0,0,0,0,123,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2.732742814,0.1304965,0,0,0,-97980.73807,9158.165396,-5799.084027,-11151.69666,6142.26606,1753.61265,-2629.561698,-578.5775415,310.5417809,-322.0710633,-118.1051126,-172.9463073,-22.45173132,-14.36461338,8.3790113
1,0,0,0,0,957,52,0,0,0,1,0,0,1,0,1,0,0,0,0,1,4,4,3.008658,1,1,-0.008695698,2.912559673,0.0084746,15,17,7,-89487.85012,12127.32872,-4694.993069,-4615.485749,5773.564635,-1653.909873,157.1100299,-278.7836888,-440.2643111,480.2927723,407.2765088,-80.62163913,-18.36919402,-16.17226312,3.702009136
1,0,0,0,0,129,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2.02659906,0.079089,0,0,0,-61702.52106,42477.63763,4001.11084,-3689.6729,-7234.134502,832.8930006,769.9181313,-5.786192502,-1096.489348,-474.0164389,703.600618,-19.43154128,-5.022990849,-38.92619239,14.46575672
1,0,0,0,1,524,42,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,4,3.1086956,2,1,-0.115069271,2.523822066,0.2613637,15,17,7,-73885.16888,6482.679987,-5924.7427,-4510.706475,2495.192937,-2097.980667,549.0536858,197.3735997,152.9890673,24.75189093,579.9880761,-46.33619881,4.211316363,-13.19704539,16.67220103
0,0,0,0,0,46,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1.263692039,0.0873016,0,0,0,-104137.7805,8844.859003,-8815.236763,-7222.072645,1033.560495,376.2322622,82.36165917,46.3583712,200.7637875,-579.9898167,695.7313236,-27.63678921,16.86051494,-15.73278583,10.19806298
1,0,0,0,1,6516,107,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,5,4.1125541,2,0,-0.119407717,4.109187135,0.1119537,15,17,12,-41215.15713,28191.72649,2343.330592,-2200.433527,-2046.609276,951.0491191,1226.275685,816.717251,-218.1005915,-405.4398463,617.6439175,-39.47132205,10.49581261,-17.59149596,11.16816409
0,0,0,0,0,366,122,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,3,2.021645,3,1,-0.021882689,1.098612289,0.1180427,12,17,15,-33252.47435,22916.54342,-858.5259647,-4044.927677,-532.3509996,386.6420999,659.4756241,414.0169071,-180.3204399,7.443683899,30.48986463,-35.10102069,1.998810644,-53.19661231,29.55582433
0,0,0,0,0,281,19,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,1.0565217,3,1,-0.058181914,2.69391569,0.0958333,12,15,0,-1642.495839,1631.810491,65.25909324,-8725.289045,-285.5740891,-1048.731508,-95.05589347,-194.4996116,-223.2546589,-170.3718313,-615.9852156,-30.7058556,-4.889517932,6.187354627,9.626812128
0,0,0,0,0,335,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4.204692619,0.0769231,0,0,0,-73064.27818,9799.859404,-8220.220805,-14582.06575,3004.176814,1170.096852,-1271.883779,212.6001331,-133.3703774,-547.1297111,354.9070919,-9.319357217,7.475042845,-6.605602126,3.344674176
1,0,0,0,0,210,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2.862200881,0.1265873,0,0,0,-105251.3876,10300.29131,-3901.309133,-10094.34209,714.5959173,1116.070204,249.1350787,-1198.985131,-433.6037406,-524.3738241,344.5431159,-60.49955069,-5.016185777,-9.712356525,5.705074835
1,0,0,0,0,527,62,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,1.008658,3,0,-0.008695698,2.140066163,0.0784347,15,12,0,-34953.59852,23845.05932,-3217.995833,343.1010771,947.6083767,131.7312131,662.180504,331.6809908,-111.8014861,-349.818273,52.03687624,-38.40717782,-4.474779587,-40.2280582,21.35162685
0,0,0,0,0,801,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3.022299301,0.1151316,0,0,0,-58103.9156,4926.260119,-5459.48587,-2090.33383,1593.214186,567.4735955,-457.2306149,359.0048422,68.66209441,-442.4847907,136.8824862,-26.56622411,9.24986072,-14.64441176,2.147122056
1,0,0,1,0,800,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1.008658,2,0,-0.008695698,3.218875825,0,13,3,0,-32824.33347,22840.12845,-7752.265548,-3726.426266,-202.0429976,-1016.319792,870.0137393,177.3511938,-153.3211044,-300.6367594,509.0432679,-57.54061306,-4.825571873,-44.42979583,12.48663083
1,1,0,0,0,1517,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1.008658,2,1,-0.008695698,4.434118221,0.2469512,1,12,0,-106371.7591,18118.80405,-1227.285314,-8633.984121,4152.876914,-1996.038499,705.7100951,-1447.789786,-841.2479149,-132.6588141,707.9534839,-33.40006024,-47.28589852,-11.90350191,8.642917889
0,0,0,1,1,3314,48,0,0,0,0,0,1,0,1,1,0,0,0,0,0,5,5,4.1086956,2,1,-0.115069271,4.234710187,0.0409029,3,11,13,-29686.80207,20863.52084,-7235.792008,-6327.760421,-811.3754235,-806.3761372,313.5706258,15.46189345,-194.4837118,-153.4158593,572.3910397,-17.44820502,8.099250582,-45.36061282,-5.550272909
1,0,1,0,1,1182,21,0,0,0,1,1,0,1,0,1,0,0,0,0,1,8,8,7.073913,3,1,-0.076787096,4.03044076,0.0794118,12,4,14,-71727.53263,10503.50132,-174.5996641,-11452.85743,760.5517892,-1943.634465,256.0450415,-255.5611317,54.74089198,90.49175795,385.0608429,29.14903638,-7.893661574,-17.91020381,6.516403195
1,1,0,0,0,2794,39,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,5,4.0606061,2,0,-0.062520399,4.271667894,0.0901316,15,17,12,-86201.38903,14523.68694,693.860489,-15337.65777,1942.498593,-1335.076304,214.7697864,-114.2739989,-886.4282503,69.04644516,283.8274579,-30.82954487,-3.314460316,-14.61724132,2.261163923
0,1,0,1,0,82,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.1082251,1,1,-0.114541533,0.346276237,0.1687075,3,0,0,-77254.96278,12349.5568,-4660.126438,-7377.915389,690.4670397,-806.6226034,150.0371976,-300.2380144,-445.466365,-126.7023021,321.1144401,-23.5915606,3.023439829,-17.79117578,5.78706914
1,1,0,1,0,1213,65,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,4,3.0043478,2,1,-0.004357279,2.926464639,0.12,1,17,1,-122064.8396,13722.96388,-16897.59553,-16198.23395,-10078.43556,2401.324372,1202.473738,597.9601656,-463.200107,-1183.373092,597.6204123,-5.328722881,7.812601398,10.0730852,-5.225355121
1,1,0,0,0,37,20,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4,4,3.0649351,2,0,-0.06713934,0.615185639,0.1342166,15,17,1,-77847.02833,2787.332325,-4662.32048,368.0277121,-3887.314875,-531.5615893,-2381.559416,-285.5421617,-933.4139922,-141.2652639,242.6987705,-8.728574981,4.476743365,-21.59894865,0.174262333
0,1,0,0,0,94,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1.0608696,1,0,-0.062800938,2.597384633,0.0849206,1,12,0,-160904.561,-20095.87,-7270.596602,-3372.865564,-13625.87385,74.17286616,-490.9549773,-225.0603297,7.574349162,-60.02995388,246.4234383,44.03263641,2.81943536,-16.29176784,16.30798648
0,0,0,1,0,64,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1.004329,1,1,-0.004338397,1.16315081,0.0871976,3,15,0,-30900.5098,21740.66854,-4147.015782,-10397.80527,245.0767023,-963.4535457,833.8584291,-3473.642078,-107.7116028,378.9096169,157.3180938,113.5300413,132.3899238,-46.75928369,4.183562495
0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.17805383,0.1996048,0,0,0,-116763.1785,10594.68442,-12871.03761,-2960.046937,5445.176107,-1934.898714,341.106145,-485.4489874,114.1840679,345.4097745,405.1650762,-57.85091163,-30.35945723,-8.562236503,3.89571359
1,1,1,0,0,1052,40,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5,5,4.0692641,2,0,-0.071779715,3.269568939,0.0895522,7,17,7,-80350.66379,8077.255783,76.8838994,-6991.77162,3660.802025,-1553.714111,172.3325288,-116.8097893,-793.7056608,272.0586514,465.6199077,-64.22361313,-7.111979753,-22.64399538,3.397008629
0,0,0,0,0,508,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,6.230481448,0.0909091,0,0,0,-93032.87111,3750.152413,-17063.94634,-13595.91596,-10710.39687,358.1266928,-668.345863,-220.9204985,-542.3791824,746.9757252,328.5784227,55.83976624,26.21048798,-3.292737323,-8.636118255
0,0,0,1,0,28,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0045045,1,0,-0.004514676,0.84729786,0.2346154,3,0,0,-68800.4693,5428.190577,-6160.336942,-6901.889782,2788.2302,-856.3720517,-113.0057089,-606.7418078,-861.9330858,-9.170972249,283.2057199,116.8514635,33.67119013,-22.01150978,7.656598019
1,1,0,1,0,760,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.0043478,1,1,-0.004357279,3.800105089,0.1338046,1,3,0,-80334.12644,7871.386772,-1249.993681,-7799.178734,1170.041017,-1442.650941,592.1855402,-171.5236607,-1108.222537,-76.96299888,600.2270853,-72.38848774,-8.828123202,-15.40267469,15.09680883
1,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2.772588722,0.1,0,0,0,-64525.00988,-665.1626307,-6252.657526,-5222.886299,-2801.174445,-568.6900643,509.3705484,264.8408922,-872.5492757,-208.44424,355.1834094,-44.70844039,5.021798393,-14.70558136,8.33274129
0,0,0,0,0,93,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2.586689344,0.070598,0,0,0,-61050.33883,8261.523128,-1052.844943,-11468.34957,2856.685953,758.5816838,-1070.888328,-143.9222849,236.7944284,-354.3702226,385.1020255,-2.116819498,-2.112702395,-19.87380992,5.216216087
0,1,0,0,0,120,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.004329,1,1,-0.004338397,3.688879454,0.0800051,1,0,0,-92981.18703,12318.76484,-8717.08842,-3337.61341,6402.852384,-1861.720299,1207.195587,-878.7804837,-210.7732979,465.2214819,381.0020967,14.77645717,11.63975262,-9.027766775,6.02026759
1,0,0,0,0,626,23,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1.004329,2,0,-0.004338397,3.303856155,0.059432,15,17,0,-77272.17487,12350.4046,-4654.949716,-7366.819148,710.8065928,-747.100221,443.7713312,-1512.338777,-718.8833081,-130.4537723,269.6395423,-137.3783139,21.69362785,-10.88738488,0.096650898
1,0,0,0,0,502,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0135135,2,1,-0.013605638,5.525452939,0.12,7,0,0,-101253.1507,12654.51923,-10271.02168,-23591.27832,-3564.501892,634.3108747,627.4150712,144.4263142,-1071.411633,-1475.273463,-710.2389938,-30.68312304,14.26928069,-4.830804688,7.160590037
0,0,0,0,0,321,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.672828834,0.1213236,0,0,0,-48657.97507,5602.174357,-4772.155767,-12165.78082,-408.3937607,-1943.793421,1052.08718,-2797.792848,-1013.179457,271.6346959,459.8872483,-128.3858045,-64.9756701,-25.43958055,9.285134815
0,0,0,0,0,510,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.0044053,2,1,-0.004415032,3.836515453,0.2133713,15,0,0,-101422.9549,2862.585772,-3359.361068,-8189.626218,876.9724918,-527.9228392,181.2944312,-3487.207049,-115.4795282,-793.6686356,159.3650414,-72.40296717,-95.06354585,-10.78383236,10.46050618
1,1,1,1,0,654,19,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,5,4.1130435,2,0,-0.11995934,3.538668372,0.0478604,1,2,3,-51893.48796,595.5420442,-5566.856137,-7050.438529,81.83147525,-680.1487002,16.4863774,-87.71871172,-1305.395808,-250.6393169,271.6406068,-40.11046488,6.551856977,-29.37533535,16.67513723
0,1,0,0,0,39,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1.0608696,1,1,-0.062800938,1.717651497,0.1296296,1,12,0,-77254.96278,12349.5568,-4660.126438,-7377.915389,690.4670397,-806.6226034,150.0371976,-300.2380144,-445.466365,-126.7023021,321.1144401,-23.5915606,3.023439829,-17.79117578,5.78706914
1,0,0,0,0,1371,17,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,3,2.0130435,2,1,-0.013129313,4.390082336,0.12,7,17,15,-102274.7223,4348.278814,-2660.812945,-4395.68589,546.8477457,-4243.4943,1405.495901,-785.2919374,-623.3709184,-202.7378497,452.9639613,-62.60611615,5.360286193,0.175348493,-3.833325244
1,1,1,0,0,3807,29,0,0,1,0,0,0,1,0,1,0,0,0,0,1,6,6,5.056277,1,0,-0.057922588,4.877300926,0.061553,1,2,15,-70056.54357,5993.721019,2570.486805,-8783.28112,-622.8831551,-983.3536151,529.4874505,611.4965495,70.84018347,-321.6129458,183.6002017,-45.20534372,10.80350642,-18.75474029,0.487296456
0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1.012987,2,1,-0.013072068,0.693147181,0.1900202,15,17,0,-155299.5003,16099.94609,9719.195421,-4908.639749,1169.051087,-3589.816958,3067.206606,92.36899886,-12.72852641,414.0953861,300.6801305,-80.90643919,-20.58127635,-13.63233827,3.967862575
1,1,0,0,0,80,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1.0391304,2,0,-0.039916571,2.302585093,0.0639487,1,15,0,-40573.81105,28023.7394,-6063.821816,-3355.176538,366.5728424,-1008.098121,462.182185,321.0369919,-120.6788167,-398.1581456,632.2599025,-54.39234031,-4.663670132,-35.5822171,17.95424327
0,0,0,0,0,83,17,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,1.008658,1,1,-0.008695698,1.585627264,0.1162791,15,12,0,-85441.47004,1253.833822,-10952.82876,-1913.912893,3313.831823,-3202.644041,-258.5808542,-44.22523979,205.5300216,49.48092746,731.6268545,-13.71356271,30.82414455,-27.21506473,12.47619878
1,0,0,0,0,1407,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0173913,2,1,-0.017544305,4.851319784,0.1642858,14,0,0,-42909.30246,29754.99066,-6731.138063,-8316.539688,3043.955834,-378.3611869,-208.334786,33.3163302,-44.0833248,-31.58960263,673.4265215,-49.00682686,6.915771104,-28.75649303,3.018196494
1,0,0,0,0,749,25,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,3,2.012987,1,1,-0.013072068,3.399863159,0.1956522,11,12,7,-0.508048139,0.076050665,0.195018835,0.175850943,0.205922916,1.857917075,9.571879378,-36.79653491,9.246164245,-0.70985694,-1.184655096,5.250497429,-1.333263626,10.46809949,-4.497518183
0,1,0,1,0,2167,51,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,4,3.017316,2,0,-0.017467675,3.749273369,0,3,0,15,-42645.69943,29305.11698,-344.4332762,-3810.115135,-816.9738062,217.4961043,930.1839133,718.7148841,-73.25740408,-505.1369054,29.17531793,-47.34380644,5.629021226,-7.322936047,13.07499759
0,0,0,1,0,837,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0217391,1,1,-0.021978876,4.244917421,0.146978,3,0,0,-154093.1509,11227.02348,-417.2870116,-1075.895547,-3308.438351,-291.3435857,146.979266,333.2139879,-484.5460938,-193.3396327,462.9986454,-0.244928775,4.970265939,-11.86073358,4.768605874
1,1,0,1,0,2257,60,0,0,0,0,0,0,0,1,1,0,0,0,0,1,5,5,4.025974,3,0,-0.026317282,3.627447215,0.0494536,15,17,1,-30450.18217,21370.47963,-4391.093338,-7769.38771,-1281.909352,640.7095392,-51.43353464,34.63365838,-1055.778304,-263.7391324,199.9683178,-49.19036517,-0.910719395,-20.27925167,-0.019815877
0,1,0,1,0,456,58,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,2.0606061,3,0,-0.062520399,2.062049799,0.1714286,3,13,1,-69007.68628,8432.387077,-10303.90312,-7986.852328,5247.202718,-623.395582,-2193.556892,-230.5124381,-383.6260081,-311.861909,332.4075224,-5.272092482,-2.062815056,-23.42550374,20.13840315
0,1,0,0,0,13830,31,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3,2.0173913,2,1,-0.017544305,6.10060822,0.0947071,1,17,15,-106616.1519,6677.672388,-11273.05,-14905.32391,-479.3619721,-1429.640329,90.1571215,-213.6698523,-458.1041604,-408.0293752,303.942206,137.4757215,50.77399384,-6.466534596,5.232622201
1,1,0,1,0,582,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,2.0347826,1,0,-0.035401918,3.370738174,0.0498199,1,15,3,-67076.36262,7615.266698,-5995.995896,-4433.266284,737.2167214,-1706.205347,1184.507021,-341.7646145,-388.3999754,-121.3512863,300.0541752,19.86682368,129.3565517,-25.67740342,25.43814873
0,1,0,0,0,70,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1.0357143,1,1,-0.036367659,2.456735773,0.096137,1,12,0,-46312.31038,6399.838478,2316.688167,-15261.13257,-2123.309014,-1933.517582,351.4517377,182.1859524,-30.30433181,183.3859468,-3.944816209,-66.22154043,2.778362244,-41.03843085,6.581429636
1,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.63905733,0.3506945,0,0,0,-99600.133,17294.74019,-10307.9714,-2187.019883,-7957.955726,-1306.327088,-1008.876881,-534.8922383,-165.5057425,732.0452425,397.7445498,-36.22833251,-15.4983675,-19.42927036,2.699869592
0,0,0,1,0,567,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1.0652174,2,1,-0.06744129,3.082262766,0.0879227,3,15,0,-54087.09345,37089.28974,-7467.269676,-2586.943093,3600.534506,-2461.262088,694.2778515,-149.0459057,-145.5284757,-301.4468017,637.9383472,-56.2125074,30.26614082,4.531470568,-8.621248727
1,1,0,1,0,272,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.0782609,1,0,-0.081493067,2.897751865,0.0106383,1,3,0,-65290.4537,-206.6746274,-4777.889435,-5346.765147,1036.749688,-721.666769,-433.070853,181.0866175,-609.4226958,-162.5221917,53.04536012,2.410283836,14.12452373,-15.86435213,5.237719629
0,1,0,1,0,177,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,2.1086956,1,1,-0.115069271,2.131627295,0.1048621,1,3,8,-77254.96278,12349.5568,-4660.126438,-7377.915389,690.4670397,-806.6226034,150.0371976,-300.2380144,-445.466365,-126.7023021,321.1144401,-23.5915606,3.023439829,-17.79117578,5.78706914
1,1,1,1,0,2454,97,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,5,4.0217391,2,1,-0.021978876,3.230763647,0.12,1,15,1,-88990.68384,7025.400349,-4352.622943,-5550.917835,869.6218482,-3045.498694,500.2112483,-540.6099916,-282.0071439,-45.96353158,3.614915675,-9.325093273,29.65316979,-23.48871058,10.83084114
0,0,0,1,0,81,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.004329,1,1,-0.004338397,1.258954939,0.0924886,3,0,0,-93042.07607,5986.186805,-13861.45179,-5992.324108,4112.48132,-1475.832588,-1063.590215,393.6717821,322.3036278,-636.2306611,277.7638859,-54.9779056,0.439347943,-13.82720179,3.320759234
0,0,0,0,0,1540,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.240925407,0.1081169,0,0,0,-121276.1914,10878.97585,-12010.44976,-7220.375257,5712.266159,30.14780333,-2078.835373,-267.1495661,-402.8396303,57.72416651,460.7301913,14.99748182,-4.571062025,-14.07732011,9.256261866
0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.0131004,1,0,-0.013186967,0.470003629,0.1250305,15,0,0,-90968.93138,1298.449304,-10138.71342,-3998.851635,-3591.063193,-1138.462617,1900.32562,276.6900325,-779.6252061,-182.9907005,440.0773807,34.60772583,0.490962006,-26.61873753,-1.978793052
0,1,0,0,0,1202,40,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3,2.008658,3,1,-0.008695698,3.402862661,0.169868,1,17,15,-127229.9928,22232.737,666.4210577,-16449.51631,9261.959624,3519.293764,3353.334974,1159.065053,-1799.094778,936.230483,1579.952396,-88.84320113,57.83668217,-3.693563895,7.132704337
1,0,0,1,0,1108,54,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4,4,3.0649351,2,0,-0.06713934,3.021327821,0.0477141,15,17,3,-26349.34759,18543.74329,-3899.494814,-7686.443369,-877.7862053,384.2991089,-171.4580264,18.04861164,-21.01969741,-310.0148825,183.6360401,-53.89836033,-6.218303794,-49.57708985,-24.622213
0,0,0,0,0,141,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0043478,1,0,-0.004357279,3.157000421,0.1254545,6,0,0,-3.843262372,-0.686573156,0.482357056,4.757224477,11.67438174,10.801354,43.78687283,-231.5313033,-415.3278223,12.0160835,-16.07839266,-0.45734477,-5.302494559,14.31937775,-8.029319177
1,0,0,1,0,269,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,3,2.0304348,1,0,-0.030907555,3.397486802,0.3621795,3,12,15,-71404.97105,14863.43881,7088.563993,-11325.47232,2115.892491,-2653.022701,-164.7067842,447.5971161,98.81969981,-350.4651852,385.1943119,-15.13375236,10.75124508,-32.63530601,25.05088266
1,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3.36729583,0.1099072,0,0,0,-5.426088806,-0.932703649,0.710904536,6.617004343,16.18077585,15.36202391,62.77960996,-328.6742853,-571.0568137,16.41142312,-22.49390601,-2.058037538,-7.596491389,19.33828656,-14.27082402
0,0,0,0,0,27,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.523248144,0,0,0,0,-92405.78897,14346.00418,-3217.156244,-9866.786136,5764.331498,-766.3447774,-736.490754,-1603.970294,-976.2786466,-28.31307641,571.7847858,68.34157258,6.659466198,-27.37828098,11.03779773
1,0,0,0,0,19,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.0044444,2,1,-0.004454306,1.15267951,0.1093817,15,0,0,-0.508859939,0.084651595,0.192631688,0.169408134,0.165472794,1.830235082,9.416948828,-35.99149252,9.050166343,-0.693468454,-1.23853498,9.805865524,-1.728553156,19.91293627,4.047151494
1,0,0,0,0,83,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.004329,1,1,-0.004338397,2.22161603,0.0714286,15,0,0,-134119.416,15868.93241,5188.514525,-10066.92751,1907.275691,1022.396359,1006.111446,-568.1532945,-224.9838628,-362.3072531,-59.64853729,168.1953856,-13.43187532,-23.41974122,10.57801271
1,0,0,1,0,2598,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1.008772,1,1,-0.0088107,5.783055656,0.0782051,3,15,0,-58818.2356,7281.682568,-4108.181924,-5041.253525,1129.98141,-765.4093492,186.9430787,569.3638726,95.0985796,-267.8938607,298.8989398,-22.5718781,8.730056701,-13.60050899,21.55747184
0,0,0,1,0,497,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1.0221239,3,1,-0.022372304,2.91275316,0.0925532,3,8,0,-77255.9764,12348.85929,-4660.14525,-7375.971376,697.7999522,-805.326674,147.402399,-333.733521,-782.4404402,-115.0895313,317.7646616,161.4033819,-1.711921613,-8.392132168,-1.616236125
0,0,0,0,0,1183,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4.510859507,0.12,0,0,0,-102128.1998,17156.17792,-3109.058422,-8019.687942,6214.414652,-1010.982761,-561.2627399,-199.8914665,-789.5726852,388.0831537,176.7645924,8.922681522,-6.054374564,-18.91261999,2.492643391
1,0,0,0,0,208,10,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,3,2.0266666,1,0,-0.027028604,3.034952987,0.078745,11,17,15,-92293.19454,9133.438077,-2069.185639,-5925.364353,2390.225929,-626.4744765,1452.497168,-456.6581397,355.2059467,278.0100176,575.1300397,-123.4598161,5.463137913,-9.707446214,-0.338019116
1,0,0,0,0,212,26,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1.0043478,2,0,-0.004357279,2.098489737,0.1147874,15,17,0,-66133.01595,8480.944981,312.5869098,-14586.84348,-266.8784085,524.6316469,285.7325784,315.403527,-83.86667562,-190.4631341,439.778938,16.16373533,27.66051535,-15.78658742,3.833121946
0,0,0,0,0,162,22,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,1.0173913,2,1,-0.017544305,1.996553882,0.1660232,0,15,0,-35843.32765,24755.40608,-1874.348545,-4225.846095,-1577.321564,506.4950061,1463.091501,79.87895459,-156.2917022,-126.447243,641.1054564,-52.0172234,-3.614875806,-24.63002278,11.18140787
0,0,0,0,0,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4.343805422,0.1841608,0,0,0,-35843.32765,24755.40608,-1874.348545,-4225.846095,-1577.321564,506.4950061,1463.091501,79.87895459,-156.2917022,-126.447243,641.1054564,-52.0172234,-3.614875806,-24.63002278,11.18140787
