objective,p01rcy,p02rcy,p03rcy,p04rcy,p06rcy,p07rcy,p08rcy,p09rcy,p11rcy,p12rcy,p13rcy,p14rcy,p15rcy,p16rcy,p17rcy,totalspend,p05spend,p05trans,p09tenure,p14tenure,p16spend,p16tenure,p16trans,totaltrans,acffempar       ,acfhuswife      ,acflonepar      ,acftotmar       ,acfwchcom       ,afem40to44      ,afp1child       ,afp2child       ,ahh2fam         ,ahh6ppers       ,amtenglish      ,amtfrench       ,amtmultlin      ,amtnengnon      ,amtsingres      ,amtspanish      ,amttagalog      ,anfamrel        ,bcwmpaid        ,bdw46to60       ,bdw86to91       ,bdwmaint        ,bdwmajor        ,bdwminor        ,bdwperroom      ,betbritish      ,betenglish      ,betfrench       ,betmulti        ,betsingle       ,bfi20to35       ,bfi50plus       ,bfiinca         ,bfiincm         ,bfiu20          ,bfps            ,bfpshealth      ,bfpshuman       ,bfsllabf        ,bfslonepar      ,bfslplabf       ,bfsmlabf        ,bhi20to35       ,bhi50plus       ,bhiinca         ,bhiincm         ,bhiincs         ,bhiu20          ,bhlenglish      ,bhlfrench       ,bhlnonoff       ,bimprovres      ,bimuk           ,bincgovp        ,bineflow        ,bineflowp       ,binf30plus      ,binf7to15       ,binfinca        ,binfincm        ,binfincs        ,binhhlow        ,binhhlowp       ,binm15to30      ,binm30plus      ,binm7to15       ,binmfemina      ,binminca        ,binmincm        ,binmincs        ,bknenglish      ,bknfren         ,blfmaempl       ,blfmaunemr      ,blfmtempl       ,blfmtunemp      ,blfmtunemr      ,blftaempl       ,blfttempl       ,blfttunemr      ,bmoy1intep      ,bmoy5intep      ,bmoy5intrn      ,bmoy5mov        ,bmoy5non        ,bmps            ,bmpscomm        ,bmpseng         ,bmpshealth      ,bmpssocial      ,bndtallind      ,bndtbusser      ,bndtgovser      ,bocffabric      ,bocfmanage      ,bocfteach       ,bocmmanage      ,bocmscieng      ,bpwmcsd         ,bpwmpop         ,bpwmusual       ,brlanglic       ,brlcathol       ,brlprotest      ,brlrcathol      ,brlunited       ,bsl9to13nc      ,bslg9           ,bslnunivc       ,bslunivdeg      ,bslunivnc       ,bslunivnd       ,gender1         ,first month     ,lowincome       ,highincome      ,gender2         ,productcount    ,productcount6   ,tenure          ,tf100           ,tf101           ,tf102           ,tf103           ,tf107           ,tf108           ,tf122           ,tf124           ,tf128           ,tf129           ,tf27            ,tf28            ,tf29            ,tf31            ,tf32            ,tf33            ,tf34            ,tf35            ,tf36            ,tf37            ,tf38            ,tf39            ,tf42            ,tf46            ,tf47            ,tf49            ,tf50            ,tf51            ,tf52            ,tf55            ,tf56            ,tf57            ,tf58            ,tf62            ,tf65            ,tf68            ,tf70            ,tf71            ,tf72            ,tf73            ,tf74            ,tf75            ,tf76            ,tf77            ,tf80            ,tf88            ,tf89            ,tf90            ,tf91            ,tf92            ,tf93            ,tf94            ,tf95            ,tf96            ,tf99            ,gender3         
0,0,0.991342,0.995671,0,0,0,0,0,0.8917749,0,0,0,0,0,0,511,0,0,0,0,0,0,0,20,0.08,0.9,0.1,0.86,0.02,0.02803738,0.06,0.02,0.015625,0.140625,0.9439253,0.009345794,0.004672897,0.004672897,0.9953271,0.004672897,0,0.01877934,0.1772388,0.1230769,0,0.4153846,0.1230769,0.4461538,0.5,0.2192164,0.181903,0.009328358,0.5876865,0.4104477,0.2916667,0.3125,40532,30725,0.2708333,0.07929105,0.03731343,0.009328358,0.06122449,0.1020408,0.04081633,0.6122449,0.2923077,0.2307692,35766,24481,2931,0.3384615,0.9981343,0,0,0.6996269,0.02798508,24.1,0.2264151,24.1,0.04664179,0.0886194,15169,13567,1375,1.018868,25.3,0.06996269,0.0886194,0.09328358,34719,23420,18305,2207,0.9794776,0,0.1585821,5.6,0.1679104,0.01399254,7.7,0.2518657,0.2985075,7.2,0.01399254,0.08395522,0.3125,0.3731343,0.494403,0.1026119,0,0,0.009328358,0.01399254,0.3218284,0.009328358,0.03264925,0,0.009328358,0.01865672,0.009328358,0,0.04197761,0.1679104,0.1585821,0.01865672,0.06063433,0.7882463,0.05130597,0.05597015,0.1912313,0.06529851,0.1026119,0.05597015,0.05597015,0.07929105,1,26,0,0,0,5,5,113,0.02642277,0.01422764,0.7296748,0.07113821,0.0995935,3.158537,0.04878049,0.3780488,0.00406504,10,0.9369919,0.4369919,0.1849594,0.07723577,0.04878049,0.03252032,0.008130081,0.00406504,0,21,25,14,0.2621951,0.2662602,0.08943089,0.06707317,0.1178862,0.06300813,0.05487805,0.08536585,0.3597561,0.1808943,0.1747967,0.1747967,0.02235772,1120,0.07113821,0.03658536,0.03658536,0.3333333,0.1808943,0.1585366,0.03252032,0.01829268,0.00406504,1.382114,0.9979675,0.3882114,0.1585366,0.09552845,0.06300813,275,166,109,0.08130081,0
0,0,0.995671,0.995671,0,0,0,0,0,0,0,0,0,0.987013,0,0.987013,761,0,0,0,0,0,0,0,62,0.08333334,0.8958333,0.1041667,0.8333333,0.02083333,0.0239521,0.04166667,0.04166667,0.01470588,0.01470588,0.8922155,0.005988024,0.01796407,0.005988024,0.9880239,0,0,0.03012048,0.2747909,0.880597,0,0.6119403,0.07462686,0.3134328,0.4,0.3046595,0.1612903,0.01194743,0.5077658,0.4898447,0.1875,0.3958333,49581,46670,0.1458333,0.1493429,0.01792115,0.01194743,0.06382979,0.06382979,0.04255319,0.7021276,0.2089552,0.3731343,46670,40600,3102,0.1940299,0.9557945,0,0.04181601,0.525687,0.07168459,13.4,0.09803922,9.5,0.07168459,0.125448,18516,13542,1547,0.4313726,13.2,0.1553166,0.1612903,0.01792115,36724,27218,24445,2248,0.9498208,0,0.2389486,9.5,0.2688172,0.01792115,6.1,0.4181601,0.4778973,7,0.01792115,0.02389486,0.05376344,0.3524492,0.567503,0.20908,0.02389486,0.01194743,0,0.04181601,0.5137395,0.05973716,0.0358423,0,0.05376344,0.01792115,0.04181601,0.04778973,0.2150538,0.2747909,0.2210275,0.1612903,0.1553166,0.6630824,0.1553166,0.2031063,0.2150538,0.1075269,0.1433692,0.125448,0.01792115,0.1015532,0,27,0,0,0,6,4,115,0.06060606,0.01515152,0.7424242,0.06060606,0.1060606,3.342424,0.1212121,0.3939394,0,0,0.9848485,0.3484848,0.2424242,0.1212121,0.04545455,0.04545455,0.01515152,0,0,26,31,20,0.3030303,0.2424242,0.1212121,0.09090909,0.1515152,0.07575758,0.07575758,0.06060606,0.5,0.2424242,0.2575758,0.1818182,0.06060606,430,0.1515152,0.07575758,0.07575758,0.6060606,0.3181818,0.2878788,0.07575758,0.06060606,0,0.6863636,0.4575758,0.2287879,0.3030303,0.1666667,0.1363636,708,428,280,0.1666667,1
1,0,0,0.9782609,0,0,0,0,0,0,0,0,0,0,0,0,1123,0,0,0,0,0,0,0,7,0.07692308,0.8846154,0.07692308,0.8461539,0.03846154,0.02222222,0.03846154,0,0,0.02631579,0.7,0.01111111,0.03333334,0.03333334,0.9666666,0,0,0.03409091,0.2348993,0.1081081,0,0.4864865,0.1351351,0.4054054,0.4,0.1118568,0.06711409,0,0.2908278,0.704698,0.1666667,0.4166667,43726,48134,0.2083333,0.08948546,0.02237136,0,0,0,0,0.84,0.2105263,0.2894737,36543,31133,3064,0.2894737,0.9731544,0,0.02237136,0.7718121,0.02237136,16,0,0,0.08948546,0.08948546,15256,11416,1832,0.08,2.9,0.1230425,0.1342282,0.1006711,0,23039,18161,2571,0.9395973,0,0.2572707,0,0.2908278,0.02237136,7.4,0.4138702,0.4809843,8.5,0,0,0,0.1454139,0.8053691,0.06711409,0,0.02237136,0,0,0.5033557,0.1006711,0.03355705,0,0.02237136,0.03355705,0.05592841,0,0.04474273,0.2908278,0.2237137,0.1118568,0.07829978,0.7941834,0.06711409,0,0.2684564,0.246085,0.06711409,0.04474273,0,0.04474273,1,27,0,0,0,7,3,115,0.02201258,0,0.7484277,0.06603774,0.03773585,2.764151,0.05974843,0.3553459,0,0,0.9559748,0.4716981,0.2044025,0.08805031,0.04402516,0,0,0,0,20,22,16,0.2578616,0.2610063,0.09119496,0.06603774,0.1572327,0.08490566,0.0754717,0.04402516,0.5503145,0.3018868,0.2515723,0.2955975,0.009433962,0,0.03773585,0.01572327,0.009433962,0.1226415,0.05031446,0.01572327,0.03773585,0,0,0.745283,0.5345912,0.2704403,0.2264151,0.1289308,0.08805031,279,119,160,0.1415094,0
1,0,0,0,0,0,0,0,0,0,0.9650655,0,0,0.9825327,0,0,251,0,0,0,0,0,0,0,17,0.1086956,0.8913044,0.1086956,0.7826087,0.02173913,0.0295858,0.06521739,0.02173913,0.01492537,0.02985075,0.8284023,0.01775148,0.01183432,0.00591716,0.9881657,0,0,0.03012048,0.2194543,0.2238806,0.08955224,0.4328358,0.1492537,0.4179105,0.4,0.1957295,0.1126928,0.02372479,0.3795967,0.6168446,0.3111111,0.3111111,40661,29601,0.2222222,0.1008304,0.02372479,0.0118624,0.1086956,0.1086956,0.1304348,0.6086956,0.2647059,0.25,37341,30098,2855,0.2941177,0.9667853,0,0.02965599,0.6998814,0.0118624,18.7,0.1304348,13.2,0.07117438,0.08896797,17375,13976,1551,0.4565217,12.6,0.1245552,0.1008304,0.1008304,31931,25003,20371,2261,0.9667853,0,0.1957295,0,0.2550415,0,0,0.3618031,0.4329775,7.6,0,0.03558719,0.2550415,0.4863583,0.4567023,0.1304864,0.0118624,0,0.0118624,0.0118624,0.4685647,0,0.01779359,0,0,0.01779359,0.02965599,0,0.1779359,0.2609727,0.1897983,0.02965599,0.1720047,0.747331,0.1542111,0.2609727,0.2016607,0.1779359,0.1067616,0.07710557,0.02372479,0.05931198,1,13,0,0,0,3,3,55,0.03032141,0.01425106,0.808672,0.05973317,0.1046089,3.433596,0.04548211,0.2713766,0.005761067,19,0.9699818,0.4775622,0.2171013,0.06215888,0.03850819,0.02001213,0.008489994,0.005761067,0.002728927,20,22,15,0.2895694,0.2765312,0.130382,0.05154639,0.1325046,0.08308066,0.04881747,0.08156458,0.4784718,0.2583384,0.2201334,0.2101274,0.02789569,760,0.08580958,0.05215282,0.03365676,0.332929,0.1619163,0.1710127,0.0430564,0.02456034,0.005761067,1.922074,1.585203,0.3447544,0.2089145,0.1170406,0.08884172,2112,1384,728,0.1234081,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,7,0.1363636,0.8636364,0.1363636,0.7878788,0.04545455,0.03952569,0.03030303,0.06060606,0,0.06756756,0.9169961,0.01185771,0.01976285,0.01976285,0.9802371,0.003952569,0,0.01992032,0.2694136,0,0,0.5,0.06756756,0.4189189,0.4,0.22187,0.1743265,0,0.5269414,0.4714738,0.1515152,0.4545455,47520,47531,0.07575758,0.110935,0.01980983,0,0.1515152,0.1666667,0.1363636,0.8333333,0.1351351,0.5405405,49342,51372,1945,0.08108108,0.9865293,0,0.01584786,0.6339144,0.01980983,6.6,0.07352941,7.1,0.01980983,0.08716323,15775,15171,918,0.2941177,7.9,0.06735341,0.1901743,0.01584786,34696,30045,31702,1503,0.9865293,0,0.2535658,0,0.2773376,0,0,0.4714738,0.5467512,4.9,0.0118859,0.04358162,0.2694136,0.5586371,0.3843106,0.1545166,0.01584786,0,0,0.00792393,0.570523,0.01584786,0.05150555,0,0.02773376,0.01980983,0.05546751,0.00792393,0.2337559,0.2773376,0.2575277,0.09508716,0.1703645,0.6497623,0.1703645,0.2139461,0.1822504,0.05546751,0.1980983,0.02377179,0.03169572,0.05150555,1,27,0,0,0,3,1,115,0.0617284,0.01234568,0.8641976,0.04938272,0.1975309,4.674074,0.07407407,0.2345679,0,0,0.9753087,0.345679,0.2222222,0.1111111,0.0617284,0.03703704,0,0,0,24,29,17,0.3950617,0.2962963,0.1728395,0.08641975,0.1851852,0.1111111,0.07407407,0.1358025,0.345679,0.1851852,0.1604938,0.2222222,0,1260,0.09876543,0.0617284,0.03703704,0.1604938,0.1234568,0.03703704,0.0617284,0.01234568,0,0.9209877,0.7320988,0.2012346,0.3209876,0.1975309,0.1234568,779,522,257,0.1604938,0
1,0,0,0.995671,0,0,0,0.995671,0,0,0,0,0,0.987013,0,0.987013,239,0,0,0,0,0,0,0,38,0.1,0.88,0.12,0.79,0.03,0.04,0.06,0.03,0.01,0.03,0.77,0.08,0.03,0.02,0.97,0,0,0.03,0.27,0.15,0.18,0.71,0.06,0.22,0.42,0.23,0.16,0.08,0.38,0.61,0.15,0.46,51909,47206,0.11,0.15,0.03,0.01,0.09,0.12,0.08,0.75,0.17,0.44,50940,45517,3663,0.17,0.85,0.07,0.06,0.61,0.04,9.82,0.1,9.7,0.07,0.09,17808,14910,1622,0.43,11.7,0.09,0.17,0.05,33646,32514,29134,2886,0.83,0.03,0.23,7.07,0.28,0.02,8.18,0.42,0.5,8.61,0.02,0.06,0.2,0.49,0.43,0.17,0.03,0.01,0.01,0.01,0.54,0.03,0.04,0,0.03,0.02,0.05,0.02,0.15,0.28,0.25,0.1,0.32,0.44,0.32,0.15,0.19,0.07,0.14,0.11,0.05,0.09,0,27,1,0,1,4,3,115,0.05,0.02,0.79,0.05,0.14,3.96,0.09,0.32,0,16,0.98,0.36,0.18,0.11,0.07,0.06,0.02,0.01,0,28,35,19,0.33,0.26,0.12,0.13,0.16,0.08,0.08,0.08,0.46,0.22,0.23,0.22,0.03,778,0.1,0.05,0.04,0.46,0.22,0.23,0.05,0.02,0,1.32,1.02,0.31,0.29,0.17,0.12,893,604,288,0.16,0
1,0,0,0.995671,0,0,0,0.995671,0,0,0,0,0,0.991342,0,0.991342,927,0,0,0,0,0,0,0,74,0.1486486,0.8243243,0.1486486,0.8108108,0.01351351,0.05454545,0.05405406,0.06756756,0.01282051,0.02564103,0.7345455,0.02545455,0.04363636,0.03636364,0.96,0,0,0.01476015,0.2797965,0.02564103,0.06410257,0.8333333,0,0.1666667,0.4,0.09084302,0.07630814,0.03633721,0.3597384,0.625,0.06756756,0.6486486,67272,62651,0.1891892,0.1199128,0.03270349,0.01090116,0.1081081,0.1891892,0.08108108,0.7837838,0.05128205,0.6282051,66312,61978,4933,0.1923077,0.7921512,0.01453488,0.1489826,0.650436,0.02543605,7.1,0.1891892,18.9,0.05813954,0.07267442,18712,13923,1947,0.6216216,16.9,0.05450581,0.1853198,0.04360465,54296,36890,32183,3335,0.8757268,0,0.2143895,4.8,0.2616279,0.02543605,8.8,0.3960756,0.5050872,7.9,0,0,0.07994186,0.3597384,0.5777617,0.1598837,0.02906977,0.02543605,0,0.01453488,0.534157,0.02906977,0.04723837,0.007267442,0.0181686,0.01453488,0.03997093,0.01090116,0.2434593,0.2616279,0.2434593,0.04360465,0.5850291,0.2507267,0.5813953,0.06540698,0.1853198,0.1162791,0.1090116,0.130814,0.03270349,0.05087209,1,27,0,1,0,7,4,114,0.07692308,0.05494506,0.8461539,0.05494506,0.1428571,3.976923,0.1208791,0.3516484,0,0,0.989011,0.3406594,0.1428571,0.1098901,0.0989011,0.1098901,0.02197802,0.02197802,0.01098901,32,41,22,0.3626374,0.2967033,0.0989011,0.1868132,0.1538462,0.07692308,0.07692308,0.08791209,0.5384616,0.2857143,0.2527473,0.2307692,0.03296703,1270,0.1098901,0.06593407,0.05494506,0.3516484,0.1868132,0.1648352,0.06593407,0.02197802,0,2.554945,2.094506,0.4604396,0.3736264,0.2197802,0.1428571,1483,1024,459,0.1978022,0
0,0,0,0,0,0,0,0.9956141,0,0,0,0,0,0.9692982,0,0,148,0,0,0,0,0,0,0,2,0.09302326,0.9069768,0.09302326,0.8372093,0.04651163,0.01851852,0.02325581,0.02325581,0,0.01666667,0.8950617,0.01234568,0.01851852,0.00617284,0.9814815,0,0,0.0130719,0.2904821,0.1864407,0,0.4915254,0.1186441,0.3898305,0.4,0.2533993,0.1915946,0.01854141,0.407911,0.5500618,0.06818182,0.5227273,52454,50172,0.25,0.1545117,0.01236094,0,0.1363636,0.1590909,0.1136364,0.75,0.1666667,0.4166667,47634,45955,4274,0.2666667,0.908529,0,0.01854141,0.5933251,0.03090235,8.9,0.1395349,14.4,0.08034611,0.1112485,20213,14877,2035,0.5581396,15.1,0.03090235,0.1730531,0.08652657,41783,31779,30728,3220,0.8961681,0,0.2224969,5.3,0.2657602,0.03708282,12.5,0.3770086,0.4758962,11.5,0,0.05562423,0.2039555,0.4820766,0.4202719,0.1854141,0.02472188,0,0,0.01236094,0.5377009,0.02472188,0.05562423,0,0.01854141,0.02472188,0.01236094,0.03090235,0.2286774,0.2595797,0.2595797,0.05562423,0.2595797,0.4388134,0.2595797,0.2472188,0.1606922,0.07416563,0.1730531,0.08652657,0.03090235,0.08034611,0,26,0,0,1,5,2,110,0.06766918,0.01691729,0.7838346,0.04511278,0.1597744,4.067669,0.04699248,0.2744361,0.003759399,3,0.9943609,0.3984962,0.1654135,0.09210526,0.07518797,0.1165414,0.02255639,0,0,27,38,17,0.3195489,0.2725564,0.09962406,0.1710526,0.1390978,0.06015038,0.07894737,0.07142857,0.4906015,0.25,0.2255639,0.25,0.01691729,758,0.131579,0.08458646,0.04887218,0.4699248,0.1860902,0.2819549,0.08646616,0.02819549,0,0.4003759,0.1766917,0.2293233,0.3045113,0.2048872,0.09962406,621,451,169,0.1654135,0
1,0.9955357,0,0.9910714,0,0,0.9732143,0.9642857,0,0,0,0,0,0,0,0,704,0,0,0,0,0,0,0,22,0.125,0.6875,0.25,0.3125,0.1875,0.03174603,0.0625,0.0625,0,0.04545455,0.7936508,0.01587302,0.04761905,0.04761905,0.952381,0,0,0.05263158,0.2070064,0,0.3478261,0.6086956,0.1304348,0.2173913,0.5,0.03184713,0.03184713,0,0.4936306,0.3980892,0,0,0,0,0,0.1273885,0.03184713,0,0.2,0.2666667,0.2,0.6666667,0.3181818,0,26776,20928,6816,0.5,0.8917198,0,0.03184713,0.6369427,0,0,0,0,0,0,0,0,0,0,0,0.0955414,0.03184713,0.111465,0,18990,12019,7015,0.843949,0,0.1433121,33.3,0.1751592,0.06369427,25,0.2547771,0.3343949,28.6,0.0477707,0.07961784,0.3343949,0.5573248,0.2547771,0.111465,0,0,0,0,0.4140127,0,0.06369427,0.03184713,0.03184713,0,0.03184713,0,0,0.1751592,0.1592357,0.03184713,0.4458599,0.1433121,0.4299363,0,0.1592357,0.0955414,0.1592357,0,0.03184713,0.0477707,0,26,1,0,1,8,4,110,0.005714286,0.001904762,0.8133333,0.06666667,0.1142857,3.567619,0.06666667,0.1790476,0.06095238,108,0.9790476,0.4019048,0.2990476,0.09142857,0.0247619,0.003809524,0.001904762,0,0,20,24,14,0.3466667,0.3485714,0.1485714,0.02857143,0.2971429,0.1295238,0.1657143,0.1447619,0.232381,0.1085714,0.1238095,0.1238095,0.001904762,125,0.03047619,0.005714286,0.003809524,0.05714286,0.02095238,0.01714286,0.005714286,0.001904762,0,0.7561905,0.6723809,0.09333333,0.167619,0.07619048,0.08761905,231,159,71,0.07428572,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.9956522,0,0,200,0,0,0,0,0,0,0,23,0.08955224,0.8955224,0.119403,0.8059701,0.05970149,0.04782609,0.04477612,0.02985075,0,0.01234568,0.5826087,0.2695652,0.05652174,0.01304348,0.9391304,0.004347826,0.004347826,0.03070175,0.2739131,0.728395,0.1234568,0.5925926,0.1234568,0.2839506,0.4,0.3043478,0.2652174,0.2478261,0.2652174,0.7304348,0.115942,0.6521739,53944,56788,0.07246377,0.1043478,0.008695652,0,0.04347826,0.07246377,0,0.7826087,0.1358025,0.6172839,54551,57689,2339,0.07407407,0.6956522,0.226087,0.03043478,0.726087,0.05217391,8,0.08571429,8.7,0.09130435,0.06521739,20201,19216,1482,0.2571429,8,0.09130435,0.2043478,0.03043478,38464,30585,32035,1739,0.2913043,0.08695652,0.2347826,5.4,0.2869565,0.01304348,4.4,0.4304348,0.4956522,3.4,0,0.008695652,0.1782609,0.326087,0.6347826,0.173913,0.03043478,0.008695652,0,0.01304348,0.5086957,0.06086956,0.03043478,0.008695652,0.04347826,0,0.05652174,0.02173913,0.06956521,0.2826087,0.2739131,0.07391305,0.5521739,0.3565217,0.5478261,0.08260869,0.1608696,0.07826087,0.1217391,0.06521739,0.04347826,0.1086956,0,26,0,0,1,2,2,111,0.04761905,0.02380952,0.75,0.03571429,0.1428571,3.955952,0.0952381,0.3452381,0,0,0.9761904,0.3214286,0.1904762,0.1071429,0.05952381,0.07142857,0,0,0,28,32,21,0.3452381,0.25,0.1309524,0.1309524,0.1428571,0.07142857,0.07142857,0.08333334,0.4761905,0.2261905,0.25,0.25,0.02380952,850,0.0952381,0.04761905,0.04761905,0.4404762,0.1309524,0.3095238,0.05952381,0.03571429,0,0.4595238,0.1690476,0.2904762,0.3095238,0.1666667,0.1428571,862,603,259,0.1785714,0
0,0,0,0,0,0,0.9953917,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,5,0.2340426,0.7446808,0.2553191,0.5319149,0.106383,0.02717391,0.08510638,0.106383,0,0.03174603,0.8913044,0.01086957,0.01630435,0.005434783,0.9836956,0.01630435,0,0.02209945,0.304679,0.0952381,0,0.5873016,0.04761905,0.3492064,0.5,0.2393906,0.1414581,0.04896627,0.4352557,0.5658324,0.2222222,0.2444444,40472,38541,0.2,0.1033732,0.01632209,0,0.2173913,0.2608696,0.173913,0.6739131,0.2857143,0.2380952,39691,35117,3183,0.2063492,0.9793254,0,0.01632209,0.5168661,0.02176279,14.2,0.1521739,15.3,0.04352557,0.09249184,16105,13002,1731,0.8043478,20.5,0.09249184,0.1360174,0.1033732,36628,26181,21941,1904,0.9630033,0,0.1904244,14.6,0.2665941,0.04352557,13.8,0.3427639,0.4570185,13.4,0.02720348,0.1360174,0.3210011,0.6692057,0.1632209,0.08161045,0,0,0.01632209,0.01088139,0.5223069,0.02176279,0.01632209,0,0.01088139,0.01088139,0,0.01088139,0.2121872,0.2665941,0.2339499,0,0.2176279,0.3155604,0.2176279,0.08705115,0.1958651,0.04896627,0.1468988,0.03264418,0.04896627,0.04896627,0,24,1,0,1,3,1,102,0,0,0.7804878,0.09756097,0.09756097,2.985366,0.07317073,0.1219512,0,0,0.9756098,0.5365854,0.1951219,0.04878049,0.02439024,0,0,0,0,18,23,12,0.3658537,0.4390244,0.1463415,0.04878049,0.3170732,0.1951219,0.1463415,0.1951219,0.1219512,0.04878049,0.07317073,0.07317073,0,0,0,0,0,0,0,0,0,0,0,0.2707317,0.2365854,0,0.1219512,0.07317073,0.04878049,99,66,33,0.07317073,0
0,0,0,0,0,0,0.9956522,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,21,0.137931,0.8275862,0.1724138,0.7586207,0.03448276,0.02912621,0.1034483,0.03448276,0.02564103,0.02564103,0.4854369,0.009708738,0.04854369,0.04854369,0.9417475,0.01941748,0,0.03883495,0.1945525,0.1025641,0,0.4871795,0.1282051,0.3846154,0.4,0.1264591,0.1167315,0,0.2140078,0.7879378,0.3103448,0.3793103,44684,42449,0.1034483,0.05836576,0.01945525,0,0.1785714,0.1785714,0.1785714,0.5,0.2051282,0.3589744,43320,41019,3337,0.1538462,0.7003891,0,0.3015564,0.5933852,0.01945525,18.6,0.1724138,17.7,0.06809338,0.1264591,15759,10175,1872,0.6896552,19.3,0.06809338,0.1653696,0.05836576,0,30298,27930,3337,0.8463035,0,0.1361868,11.8,0.1750973,0.01945525,10,0.3210117,0.3793774,11.1,0,0,0.1167315,0.3793774,0.5350195,0.06809338,0.01945525,0.01945525,0,0,0.4182879,0.01945525,0.02918288,0.02918288,0.01945525,0,0.01945525,0.01945525,0.1264591,0.1750973,0.1653696,0.08754864,0.5642023,0.1848249,0.57393,0,0.3015564,0.2529183,0.04863813,0.04863813,0.01945525,0.01945525,1,25,0,0,0,3,1,106,0.02857143,0,0.6857143,0.05714286,0.1428571,3.354286,0.05714286,0.3428572,0,0,1,0.4571429,0.2571429,0.05714286,0.05714286,0.02857143,0,0,0,21,26,15,0.2857143,0.2857143,0.08571429,0.05714286,0.1714286,0.08571429,0.08571429,0.08571429,0.4857143,0.2571429,0.2285714,0.1428571,0.02857143,0,0.02857143,0,0,0.2571429,0,0,0,0,0,0.05142857,0.06285714,0.002857143,0.1714286,0.1142857,0.05714286,152,92,60,0.08571429,0
0,0,0,0.9912664,0,0,0,0.9650655,0,0,0,0,0,0.9170306,0,0,427,0,0,0,0,0,0,0,46,0.1666667,0.8333333,0.1875,0.75,0.02083333,0.03448276,0.08333334,0.04166667,0.01538462,0.01538462,0.8850574,0.01724138,0.02873563,0.01724138,0.9770115,0,0,0.04022989,0.2974828,0.4,0,0.4,0.1538462,0.4615385,0.4,0.131579,0.09725401,0.01144165,0.6407323,0.3546911,0.1176471,0.4509804,45054,47559,0.2352941,0.1544622,0.02860412,0.01144165,0.1764706,0.1764706,0.1764706,0.7647059,0.07692308,0.4153846,42108,44402,3098,0.3076923,0.9839817,0,0.01144165,0.6864989,0.03432494,7.4,0.1509434,16,0.03432494,0.1086956,14666,11005,1400,0.3584906,10.9,0.05148742,0.194508,0.04004577,39672,30786,30909,2341,0.9553776,0,0.2459954,4.4,0.291762,0.0228833,7.3,0.4691075,0.5778032,8.2,0.01144165,0.08009154,0.2402746,0.5034325,0.4176201,0.1258581,0.01144165,0,0,0.01144165,0.6235698,0.01144165,0.04004577,0,0,0.02860412,0.05148742,0.01716247,0.2688787,0.2974828,0.2745996,0.06292906,0.1544622,0.5949657,0.1544622,0.2345538,0.2631579,0.05720824,0.1716247,0.06864989,0.02860412,0.05148742,0,23,1,0,1,5,5,100,0.05,0,0.8666667,0.06666667,0.1666667,4.488333,0.1333333,0.2666667,0.01666667,19,0.9833333,0.3833333,0.2166667,0.08333334,0.08333334,0.08333334,0.01666667,0,0,26,33,18,0.35,0.3166667,0.1333333,0.15,0.1833333,0.1,0.06666667,0.1,0.3666667,0.2,0.1833333,0.2,0.03333334,880,0.1,0.06666667,0.03333334,0.2666667,0.1,0.1666667,0.05,0.03333334,0,0.825,0.5683333,0.2666667,0.2666667,0.1666667,0.1,577,426,151,0.1333333,0
